age,region,urban_rural,education_level,employment_status,monthly_income_tzs,family_size,distance_to_hospital_km,distance_to_school_km,access_to_clean_water,electricity_access,housing_type,years_of_education,number_of_rooms,health_insurance,health_score,education_score,housing_score,quality_of_life_score
55,Arusha,Rural,Primary,Government,2154048,2,9.14,5.09,0,1,Brick/Iron Sheet,16,5,1,100.0,44.34,100.0,80.52
29,Zanzibar,Rural,College,Self-employed,1163692,5,3.21,1.69,1,0,Brick/Iron Sheet,13,1,1,100.0,84.02,93.75,92.53
41,Kilimanjaro,Urban,Secondary,Student,644333,8,5.11,1.74,1,0,Brick/Iron Sheet,1,5,1,100.0,75.97,83.99,86.79
45,Dar es Salaam,Urban,Secondary,Unemployed,1043831,9,15.07,2.55,0,1,Brick/Iron Sheet,15,4,1,95.76,69.04,85.72,83.4
25,Mbeya,Rural,Primary,Private Sector,135709,2,28.34,9.57,0,1,Mud/Thatch,10,4,0,60.73,14.88,69.58,47.34
45,Zanzibar,Rural,Primary,Private Sector,1978625,5,19.8,3.47,0,0,Concrete/Modern,12,1,0,98.7,35.73,100.0,77.05
53,Arusha,Urban,Primary,Private Sector,1830841,7,8.31,5.68,0,0,Concrete/Modern,0,5,0,92.03,28.43,100.0,72.16
43,Dodoma,Rural,Primary,Self-employed,1081652,6,5.28,2.49,0,0,Brick/Iron Sheet,1,3,0,99.15,41.41,75.34,71.8
25,Tanga,Urban,College,Self-employed,329167,6,4.05,1.53,1,1,Brick/Iron Sheet,1,5,0,100.0,71.56,95.55,88.71
67,Mwanza,Rural,No Education,Private Sector,405063,7,1.33,15.47,1,1,Brick/Iron Sheet,4,4,0,66.5,0.0,87.07,49.4
45,Mbeya,Rural,College,Self-employed,969953,3,1.13,4.63,1,0,Brick/Iron Sheet,3,2,1,100.0,82.03,90.42,90.84
45,Zanzibar,Rural,Primary,Self-employed,2683273,3,11.66,13.59,1,1,Brick/Iron Sheet,11,2,0,100.0,37.96,100.0,78.28
54,Mtwara,Urban,Secondary,Private Sector,2416374,9,3.01,1.14,0,1,Mud/Thatch,2,3,0,100.0,85.63,98.27,94.45
58,Mwanza,Rural,Secondary,Self-employed,813806,8,2.94,0.79,0,1,Brick/Iron Sheet,9,5,0,92.58,75.65,97.74,88.2
53,Dodoma,Urban,College,Self-employed,2904940,5,63.17,9.68,1,1,Brick/Iron Sheet,17,1,1,100.0,95.77,100.0,98.52
44,Kilimanjaro,Rural,Primary,Self-employed,1065398,6,2.08,5.71,1,0,Mud/Thatch,9,5,0,100.0,30.55,72.07,67.32
34,Tanga,Urban,Primary,Self-employed,1098653,1,1.6,1.03,0,0,Brick/Iron Sheet,0,3,0,100.0,47.86,100.0,81.75
26,Dar es Salaam,Rural,Primary,Private Sector,2990031,1,1.04,1.57,1,0,Brick/Iron Sheet,5,3,0,100.0,60.32,100.0,86.11
50,Dodoma,Rural,No Education,Private Sector,2329523,4,8.67,8.06,1,1,Brick/Iron Sheet,10,3,0,100.0,6.2,100.0,67.17
37,Dodoma,Rural,Primary,Government,2579802,2,9.88,3.02,0,1,Brick/Iron Sheet,1,2,0,100.0,50.6,100.0,82.71
30,Kilimanjaro,Rural,Primary,Student,1122509,7,4.54,5.55,0,1,Concrete/Modern,6,5,1,99.58,23.65,100.0,73.13
45,Morogoro,Rural,Primary,Self-employed,2857506,2,7.67,1.92,1,0,Brick/Iron Sheet,17,5,1,100.0,60.62,100.0,86.22
65,Kilimanjaro,Rural,Secondary,Unemployed,850774,2,15.53,2.4,1,1,Brick/Iron Sheet,3,1,1,100.0,75.68,98.99,91.19
46,Morogoro,Rural,Primary,Unemployed,2979271,5,17.04,23.4,0,0,Mud/Thatch,12,3,0,100.0,17.22,92.11,68.66
30,Morogoro,Rural,Primary,Self-employed,1024993,4,31.68,1.42,0,0,Mud/Thatch,17,3,1,84.58,56.55,50.27,64.48
63,Mbeya,Rural,Primary,Government,453791,8,17.39,3.53,1,1,Brick/Iron Sheet,12,4,1,88.3,53.74,87.31,75.91
52,Mbeya,Rural,Secondary,Self-employed,1484525,4,8.32,9.3,0,0,Brick/Iron Sheet,16,4,1,100.0,61.07,91.53,83.84
23,Arusha,Rural,College,Self-employed,1479087,6,1.98,1.37,1,0,Concrete/Modern,0,2,0,100.0,86.36,100.0,95.23
35,Zanzibar,Rural,Secondary,Self-employed,963787,5,1.05,2.68,1,1,Brick/Iron Sheet,5,5,1,100.0,72.8,100.0,90.48
68,Zanzibar,Urban,Secondary,Private Sector,216220,2,0.56,4.77,0,0,Brick/Iron Sheet,0,1,0,37.61,48.43,73.38,52.13
22,Dar es Salaam,Urban,Primary,Private Sector,321421,8,10.98,3.28,0,0,Brick/Iron Sheet,7,1,1,80.47,35.89,60.42,58.85
64,Zanzibar,Urban,Secondary,Unemployed,449317,2,16.48,3.08,1,0,Brick/Iron Sheet,16,3,0,83.8,61.21,100.0,80.75
42,Mbeya,Urban,Primary,Student,888428,9,7.11,2.25,0,1,Concrete/Modern,14,1,0,80.17,42.41,100.0,72.91
19,Arusha,Urban,Primary,Self-employed,1132469,9,0.56,4.42,0,1,Brick/Iron Sheet,17,3,1,100.0,53.77,96.42,82.75
27,Arusha,Rural,Secondary,Unemployed,1431379,3,7.67,4.9,1,0,Mud/Thatch,6,5,0,100.0,62.02,84.78,82.14
47,Morogoro,Urban,College,Government,1455898,4,27.45,5.3,0,1,Brick/Iron Sheet,15,1,0,87.87,86.98,100.0,91.2
67,Kilimanjaro,Rural,No Education,Unemployed,2817405,8,9.1,0.36,1,0,Brick/Iron Sheet,6,3,1,100.0,34.49,100.0,77.07
62,Dar es Salaam,Urban,Secondary,Government,2802708,9,16.58,4.99,0,1,Brick/Iron Sheet,16,5,1,100.0,82.17,100.0,93.76
22,Morogoro,Urban,Secondary,Student,447186,3,16.1,15.31,1,1,Mud/Thatch,3,5,0,87.34,59.33,77.3,74.53
50,Kilimanjaro,Rural,No Education,Private Sector,1517191,5,26.9,3.89,0,1,Brick/Iron Sheet,11,3,1,92.64,22.34,100.0,70.24
18,Zanzibar,Rural,Primary,Private Sector,337103,8,14.71,6.28,1,1,Mud/Thatch,12,3,0,69.29,25.98,63.5,52.39
35,Morogoro,Urban,Primary,Self-employed,789925,3,13.77,4.07,1,1,Concrete/Modern,3,2,0,100.0,22.3,100.0,72.81
49,Mwanza,Rural,Primary,Government,2286394,7,2.67,9.65,0,1,Brick/Iron Sheet,0,5,0,100.0,31.78,100.0,76.12
64,Zanzibar,Rural,Primary,Self-employed,1147146,8,0.62,13.27,1,1,Brick/Iron Sheet,0,3,0,100.0,22.72,100.0,72.95
66,Kilimanjaro,Urban,Primary,Private Sector,1302532,3,7.29,1.02,1,1,Brick/Iron Sheet,6,5,0,100.0,49.74,100.0,82.41
28,Dar es Salaam,Urban,Primary,Government,1952207,2,1.33,2.87,1,0,Mud/Thatch,8,1,0,100.0,54.03,73.02,75.82
38,Kilimanjaro,Rural,Secondary,Student,2781478,7,32.75,2.49,1,0,Mud/Thatch,0,4,1,100.0,82.34,86.73,89.84
43,Morogoro,Rural,Secondary,Government,860330,9,3.42,2.6,1,0,Concrete/Modern,15,4,0,96.73,57.6,100.0,84.01
42,Morogoro,Rural,University,Self-employed,2930527,1,19.17,0.67,0,0,Mud/Thatch,17,3,1,100.0,100.0,100.0,100.0
39,Dodoma,Rural,Primary,Student,2362402,3,4.9,8.4,1,1,Mud/Thatch,14,3,1,100.0,46.19,100.0,81.17
44,Dar es Salaam,Urban,Secondary,Private Sector,2078745,5,3.9,0.18,0,1,Concrete/Modern,5,5,0,100.0,95.95,100.0,98.58
66,Mtwara,Rural,College,Government,2719972,3,27.36,3.76,1,1,Brick/Iron Sheet,1,3,1,100.0,100.0,100.0,100.0
30,Zanzibar,Urban,Secondary,Private Sector,2459830,1,4.51,5.42,1,0,Concrete/Modern,8,5,1,100.0,68.45,100.0,88.96
50,Arusha,Rural,Primary,Self-employed,922564,7,4.95,1.16,0,0,Mud/Thatch,3,3,0,89.37,41.11,53.6,61.75
51,Dar es Salaam,Rural,Secondary,Self-employed,2495406,7,1.12,11.81,0,1,Brick/Iron Sheet,12,5,0,100.0,65.4,100.0,87.89
58,Arusha,Rural,Primary,Private Sector,950012,8,11.1,9.12,1,0,Brick/Iron Sheet,10,3,1,100.0,19.22,88.99,68.42
52,Dar es Salaam,Urban,Primary,Private Sector,1564261,5,3.41,3.18,1,0,Concrete/Modern,12,2,1,100.0,49.18,100.0,82.21
18,Dar es Salaam,Urban,Secondary,Self-employed,2243385,5,8.81,2.65,1,1,Mud/Thatch,10,5,1,100.0,81.87,81.82,88.2
38,Kilimanjaro,Rural,Secondary,Private Sector,2168884,5,8.95,1.35,0,1,Brick/Iron Sheet,7,2,0,100.0,89.78,100.0,96.42
65,Dar es Salaam,Rural,No Education,Self-employed,2648600,1,12.7,6.55,1,1,Concrete/Modern,6,2,0,100.0,25.94,100.0,74.08
23,Dodoma,Rural,University,Government,848810,5,13.67,0.71,0,1,Brick/Iron Sheet,15,2,0,83.84,100.0,93.39,92.36
45,Mtwara,Urban,Secondary,Self-employed,1103941,6,7.22,5.7,0,1,Brick/Iron Sheet,2,2,0,94.89,70.15,81.57,82.24
34,Morogoro,Rural,Primary,Unemployed,2303463,1,4.02,9.24,0,1,Mud/Thatch,16,1,0,94.79,45.81,86.66,75.21
22,Tanga,Urban,University,Unemployed,2085404,7,18.17,1.3,0,1,Mud/Thatch,17,4,0,100.0,100.0,60.9,88.27
48,Arusha,Rural,Primary,Unemployed,2693398,1,3.71,10.07,1,0,Brick/Iron Sheet,14,1,0,100.0,45.73,100.0,81.01
22,Morogoro,Urban,University,Self-employed,1959062,2,7.08,0.17,1,1,Brick/Iron Sheet,16,3,1,100.0,100.0,100.0,100.0
55,Tanga,Rural,Secondary,Unemployed,2226861,2,5.13,12.2,1,0,Concrete/Modern,10,3,0,100.0,55.42,100.0,84.4
20,Mtwara,Urban,No Education,Unemployed,2151723,5,19.32,0.63,0,0,Brick/Iron Sheet,4,4,0,100.0,27.41,100.0,74.59
40,Mtwara,Rural,Secondary,Government,2194885,7,5.65,5.19,1,1,Brick/Iron Sheet,15,4,1,100.0,74.43,100.0,91.05
54,Arusha,Rural,Secondary,Government,1148939,1,4.88,1.44,1,1,Concrete/Modern,14,4,1,100.0,83.22,100.0,94.13
54,Arusha,Urban,Secondary,Self-employed,594829,1,11.71,9.06,0,1,Mud/Thatch,9,2,0,69.11,66.15,77.41,70.56
27,Mtwara,Urban,University,Student,496456,1,9.22,3.59,1,1,Brick/Iron Sheet,13,1,0,95.4,95.77,98.27,96.39
27,Tanga,Urban,Secondary,Unemployed,1613993,6,1.13,0.73,1,1,Brick/Iron Sheet,1,3,1,100.0,88.6,100.0,96.01
36,Dar es Salaam,Urban,Secondary,Private Sector,2242841,2,7.1,4.23,1,1,Mud/Thatch,15,1,0,100.0,77.97,93.45,90.32
34,Zanzibar,Rural,College,Private Sector,998704,1,13.3,2.62,1,1,Concrete/Modern,7,1,1,100.0,90.51,100.0,96.68
38,Mwanza,Rural,Secondary,Self-employed,275037,6,48.38,5.42,1,0,Brick/Iron Sheet,14,1,0,52.94,58.58,86.36,64.94
31,Morogoro,Rural,Primary,Self-employed,308606,2,9.92,10.68,0,0,Brick/Iron Sheet,9,4,0,75.37,33.38,92.87,65.92
26,Kilimanjaro,Rural,College,Self-employed,1149458,6,4.63,2.63,1,1,Brick/Iron Sheet,4,4,0,100.0,100.0,100.0,100.0
63,Morogoro,Rural,Primary,Self-employed,2976262,8,2.56,1.71,0,0,Brick/Iron Sheet,15,3,0,100.0,56.73,100.0,84.86
18,Kilimanjaro,Urban,Secondary,Private Sector,1129516,2,20.62,0.07,1,1,Mud/Thatch,11,3,0,100.0,77.01,96.2,90.81
68,Tanga,Urban,College,Unemployed,1796609,9,16.85,4.28,1,1,Brick/Iron Sheet,12,3,0,100.0,83.89,100.0,94.36
62,Kilimanjaro,Rural,Secondary,Unemployed,128885,8,2.66,2.57,1,1,Brick/Iron Sheet,8,1,1,76.09,70.47,82.55,76.06
30,Arusha,Rural,Secondary,Unemployed,496419,1,2.24,2.35,1,1,Concrete/Modern,16,4,0,100.0,73.62,100.0,90.77
21,Zanzibar,Urban,Secondary,Self-employed,2912753,7,12.56,1.01,1,1,Mud/Thatch,11,2,0,100.0,94.88,90.92,95.48
18,Zanzibar,Urban,Primary,Self-employed,495460,6,3.78,2.81,0,0,Mud/Thatch,4,1,1,100.0,36.48,15.99,52.56
66,Arusha,Rural,College,Unemployed,460466,6,3.66,20.82,1,0,Brick/Iron Sheet,11,5,0,74.34,37.18,81.3,63.42
57,Dodoma,Rural,Primary,Government,1479339,6,1.65,1.77,1,0,Concrete/Modern,0,1,1,100.0,33.49,100.0,76.72
49,Tanga,Urban,No Education,Self-employed,2218736,6,3.06,4.58,1,1,Brick/Iron Sheet,15,4,1,100.0,34.73,100.0,77.16
51,Dodoma,Rural,Primary,Unemployed,1943529,7,5.58,7.49,1,0,Brick/Iron Sheet,11,5,0,100.0,36.14,98.89,77.32
45,Dodoma,Rural,Secondary,Private Sector,919973,3,13.2,6.91,0,1,Concrete/Modern,8,1,0,82.79,69.89,100.0,83.44
48,Morogoro,Urban,Secondary,Unemployed,2750503,6,4.1,1.99,0,1,Concrete/Modern,12,4,1,100.0,83.54,100.0,94.24
25,Mtwara,Urban,College,Private Sector,1218844,3,3.98,4.72,1,0,Brick/Iron Sheet,16,4,0,100.0,81.57,100.0,93.55
56,Morogoro,Rural,Primary,Private Sector,2977746,7,3.35,10.25,1,0,Brick/Iron Sheet,16,2,0,100.0,59.24,100.0,85.73
43,Mtwara,Rural,Primary,Self-employed,1528926,7,6.51,0.08,0,1,Mud/Thatch,3,1,1,89.65,48.91,68.35,69.0
51,Mwanza,Urban,No Education,Unemployed,1606744,8,1.99,2.86,1,1,Concrete/Modern,13,4,1,100.0,20.96,100.0,72.34
20,Kilimanjaro,Rural,Primary,Self-employed,2367976,2,6.65,1.27,1,1,Brick/Iron Sheet,6,3,1,100.0,57.82,100.0,85.24
67,Mtwara,Rural,Secondary,Unemployed,2947745,9,12.18,2.46,0,1,Concrete/Modern,2,4,0,100.0,92.76,100.0,97.47
29,Arusha,Rural,No Education,Unemployed,1544359,5,0.3,2.69,1,1,Mud/Thatch,0,2,0,100.0,18.11,72.01,62.94
18,Morogoro,Rural,Primary,Self-employed,1557913,9,0.1,6.87,1,1,Brick/Iron Sheet,11,4,0,100.0,24.46,100.0,73.56
61,Tanga,Rural,Primary,Self-employed,2067754,5,0.78,0.49,1,1,Brick/Iron Sheet,14,1,0,100.0,58.76,100.0,85.56
22,Kilimanjaro,Rural,No Education,Self-employed,2797851,7,7.67,3.59,1,1,Brick/Iron Sheet,10,1,0,100.0,23.29,100.0,73.15
47,Mwanza,Rural,Primary,Private Sector,2132355,9,19.27,4.15,1,0,Mud/Thatch,9,5,0,98.29,59.33,79.52,79.02
47,Mtwara,Rural,Primary,Private Sector,1346729,4,0.05,3.41,1,1,Brick/Iron Sheet,1,1,0,100.0,37.17,98.53,77.57
34,Mwanza,Rural,Secondary,Unemployed,2881652,2,27.59,6.58,0,0,Concrete/Modern,3,5,0,100.0,75.17,100.0,91.31
65,Tanga,Rural,College,Unemployed,2191219,9,1.12,2.42,0,0,Brick/Iron Sheet,16,3,0,100.0,100.0,95.94,98.78
64,Dodoma,Urban,Secondary,Government,2861839,2,18.45,14.5,1,0,Mud/Thatch,16,2,0,100.0,72.66,100.0,90.43
40,Zanzibar,Rural,University,Private Sector,1088167,3,6.59,3.29,1,1,Brick/Iron Sheet,7,3,1,100.0,98.08,100.0,99.33
32,Tanga,Rural,Primary,Government,123331,2,10.77,4.23,0,0,Brick/Iron Sheet,13,5,0,69.1,26.29,100.0,63.39
54,Mbeya,Urban,Secondary,Self-employed,123004,3,7.15,8.73,1,0,Mud/Thatch,3,4,1,99.68,38.37,53.68,64.42
38,Tanga,Rural,University,Private Sector,548013,6,6.48,1.61,0,1,Brick/Iron Sheet,5,4,1,99.8,100.0,100.0,99.93
31,Mwanza,Rural,Primary,Self-employed,2386319,3,18.01,0.39,1,1,Concrete/Modern,3,3,0,100.0,51.84,100.0,83.14
19,Arusha,Urban,University,Self-employed,1031253,8,14.1,6.15,0,1,Brick/Iron Sheet,2,4,0,73.57,100.0,100.0,90.75
28,Morogoro,Rural,No Education,Self-employed,1761908,6,6.6,3.3,1,1,Brick/Iron Sheet,5,5,0,100.0,21.04,100.0,72.36
68,Arusha,Urban,Primary,Self-employed,1944053,7,1.18,11.34,1,1,Brick/Iron Sheet,6,2,1,100.0,41.65,100.0,79.58
56,Mwanza,Urban,No Education,Self-employed,2479412,1,1.23,20.28,0,1,Brick/Iron Sheet,13,1,0,100.0,6.97,100.0,67.44
55,Morogoro,Rural,Secondary,Self-employed,642955,3,16.17,2.55,1,0,Mud/Thatch,11,5,1,86.49,71.1,78.19,78.62
51,Mbeya,Urban,Secondary,Private Sector,1485777,3,7.54,2.68,1,1,Concrete/Modern,15,5,1,100.0,70.32,100.0,89.61
55,Zanzibar,Rural,Secondary,Government,1747069,2,6.57,2.62,0,1,Concrete/Modern,7,1,1,100.0,79.3,100.0,92.75
67,Kilimanjaro,Rural,Primary,Self-employed,1175878,7,11.41,1.96,0,1,Brick/Iron Sheet,1,1,0,87.69,40.25,87.95,71.16
51,Mwanza,Rural,Primary,Self-employed,696822,9,19.58,7.61,0,1,Brick/Iron Sheet,12,2,1,89.38,47.31,100.0,77.84
35,Mtwara,Rural,No Education,Unemployed,1898278,4,9.91,7.11,0,1,Concrete/Modern,7,2,1,100.0,0.0,100.0,65.0
47,Mwanza,Urban,Primary,Private Sector,473145,5,14.39,3.26,1,1,Brick/Iron Sheet,15,2,0,80.25,30.25,75.48,61.32
32,Mwanza,Rural,University,Self-employed,2153413,3,14.49,0.23,1,0,Brick/Iron Sheet,3,4,0,100.0,100.0,100.0,100.0
44,Morogoro,Urban,Primary,Student,2591637,9,4.4,1.85,1,1,Mud/Thatch,15,5,0,100.0,59.23,88.45,82.27
68,Dar es Salaam,Rural,College,Self-employed,894300,4,3.2,1.73,1,1,Brick/Iron Sheet,5,1,0,87.0,92.28,89.81,89.69
51,Tanga,Rural,College,Self-employed,785611,5,16.15,8.33,0,1,Concrete/Modern,3,5,1,68.68,79.99,100.0,82.03
69,Dar es Salaam,Urban,Primary,Private Sector,2537205,1,4.73,0.46,0,1,Mud/Thatch,15,5,0,100.0,58.39,100.0,85.43
55,Mbeya,Rural,Secondary,Government,1757387,2,23.37,8.19,1,0,Mud/Thatch,12,2,1,100.0,67.22,74.62,80.91
50,Mtwara,Rural,No Education,Self-employed,2891241,9,0.72,5.53,0,0,Brick/Iron Sheet,4,2,1,100.0,24.31,100.0,73.51
41,Zanzibar,Rural,No Education,Self-employed,2737174,2,0.6,6.59,0,0,Concrete/Modern,14,5,0,100.0,31.81,100.0,76.13
32,Dodoma,Rural,No Education,Student,1320985,5,26.17,2.83,1,1,Brick/Iron Sheet,7,2,0,94.06,28.22,100.0,72.8
47,Mbeya,Urban,Secondary,Unemployed,445744,8,10.45,5.69,0,1,Brick/Iron Sheet,6,4,0,61.83,63.33,91.55,71.27
59,Dodoma,Rural,Primary,Government,2128594,3,4.77,4.7,1,0,Brick/Iron Sheet,13,1,1,100.0,40.28,100.0,79.1
68,Dodoma,Urban,Secondary,Unemployed,1943441,6,14.07,7.33,0,0,Brick/Iron Sheet,6,5,0,100.0,65.04,93.4,85.78
34,Zanzibar,Rural,Secondary,Private Sector,2704325,4,11.16,2.96,1,1,Mud/Thatch,6,1,0,100.0,77.09,80.64,86.17
22,Arusha,Rural,Primary,Private Sector,2861623,7,7.58,3.2,1,0,Mud/Thatch,17,4,0,100.0,61.44,100.0,86.5
46,Dar es Salaam,Rural,Secondary,Self-employed,1776850,3,1.04,5.16,1,1,Brick/Iron Sheet,9,2,1,100.0,74.67,100.0,91.14
21,Mwanza,Rural,Secondary,Government,1998761,6,16.72,0.57,0,0,Brick/Iron Sheet,17,3,1,100.0,82.63,83.43,88.95
27,Kilimanjaro,Urban,No Education,Unemployed,1615412,9,20.1,2.87,1,1,Concrete/Modern,13,4,0,100.0,19.53,100.0,71.83
34,Dodoma,Rural,Primary,Self-employed,1956759,1,1.89,17.87,1,0,Brick/Iron Sheet,9,3,0,100.0,17.18,100.0,71.01
27,Mtwara,Rural,Secondary,Private Sector,532184,3,19.01,0.19,1,1,Mud/Thatch,6,1,1,100.0,63.47,64.33,76.51
34,Mbeya,Urban,Primary,Self-employed,1309725,2,21.02,1.9,1,1,Brick/Iron Sheet,6,5,0,100.0,41.63,100.0,79.57
37,Arusha,Rural,Secondary,Private Sector,2436806,8,7.97,1.89,1,0,Brick/Iron Sheet,6,2,0,100.0,85.43,96.1,93.73
41,Dodoma,Urban,Primary,Unemployed,527991,7,10.68,5.02,0,1,Mud/Thatch,4,4,0,63.76,32.11,38.38,45.07
22,Arusha,Rural,Primary,Unemployed,1983578,2,4.82,0.56,1,1,Concrete/Modern,0,2,0,100.0,39.87,100.0,78.96
51,Arusha,Rural,Primary,Unemployed,758139,6,3.31,4.95,1,1,Concrete/Modern,13,3,0,93.08,26.96,100.0,72.02
23,Dodoma,Rural,Primary,Unemployed,2498559,3,12.8,0.5,1,1,Mud/Thatch,17,3,0,100.0,57.1,100.0,84.98
19,Morogoro,Urban,Secondary,Self-employed,2514383,8,19.8,0.5,0,0,Brick/Iron Sheet,12,5,0,100.0,84.15,100.0,94.45
30,Tanga,Rural,Primary,Private Sector,2772922,3,10.62,6.51,1,1,Mud/Thatch,7,3,0,100.0,57.08,100.0,84.98
60,Mtwara,Rural,Secondary,Government,2120937,9,7.17,1.96,1,1,Brick/Iron Sheet,7,5,0,100.0,83.59,100.0,94.25
60,Mwanza,Rural,College,Government,222989,1,1.73,18.95,0,1,Brick/Iron Sheet,9,4,0,57.96,55.9,100.0,69.85
65,Mwanza,Rural,Secondary,Unemployed,926547,5,0.55,0.19,0,1,Brick/Iron Sheet,16,5,0,79.91,70.8,95.56,81.42
28,Mtwara,Urban,Secondary,Self-employed,376393,3,5.9,2.94,0,0,Concrete/Modern,5,3,0,85.82,60.96,100.0,81.37
68,Morogoro,Rural,Primary,Unemployed,1917119,6,0.51,0.6,1,1,Mud/Thatch,14,1,1,100.0,56.62,87.94,81.2
64,Mwanza,Rural,Primary,Self-employed,2831801,2,8.42,2.16,0,1,Brick/Iron Sheet,14,5,0,100.0,57.43,100.0,85.1
40,Arusha,Rural,Secondary,Self-employed,1959608,9,4.82,31.66,1,0,Concrete/Modern,15,2,1,100.0,23.48,100.0,73.22
33,Zanzibar,Rural,Primary,Unemployed,399850,6,14.15,10.98,1,1,Brick/Iron Sheet,7,1,0,100.0,21.73,77.35,65.81
48,Mbeya,Rural,Secondary,Self-employed,1509761,7,3.65,0.25,1,1,Mud/Thatch,14,5,0,91.36,74.53,93.21,86.02
28,Dar es Salaam,Rural,Primary,Government,141139,5,8.99,4.14,1,0,Mud/Thatch,2,2,0,83.07,27.5,41.07,51.02
33,Mwanza,Rural,Secondary,Self-employed,739207,9,7.72,5.22,0,0,Brick/Iron Sheet,5,1,0,88.42,71.41,69.53,76.8
25,Mtwara,Urban,College,Self-employed,871965,1,0.05,1.18,0,1,Concrete/Modern,7,5,1,97.92,81.14,100.0,92.67
21,Zanzibar,Urban,College,Unemployed,403446,5,0.75,0.78,1,0,Concrete/Modern,15,4,0,90.73,92.06,100.0,93.98
57,Dodoma,Urban,Secondary,Self-employed,1498558,6,3.43,11.74,0,0,Concrete/Modern,14,2,0,96.51,61.13,100.0,85.18
21,Tanga,Urban,Secondary,Government,1085663,7,21.39,17.34,0,1,Concrete/Modern,12,4,1,83.78,58.67,100.0,79.86
42,Mtwara,Rural,Secondary,Unemployed,2861158,4,1.59,24.08,1,0,Brick/Iron Sheet,14,3,0,100.0,49.01,100.0,82.15
20,Arusha,Rural,Secondary,Self-employed,1817479,1,12.41,7.8,1,1,Concrete/Modern,17,5,0,100.0,59.91,100.0,85.97
49,Tanga,Rural,No Education,Unemployed,1898432,8,36.26,5.45,1,1,Concrete/Modern,12,5,0,90.19,17.25,100.0,67.6
20,Mbeya,Rural,Primary,Self-employed,1145716,4,15.63,2.12,0,1,Brick/Iron Sheet,7,2,0,90.41,54.47,100.0,80.71
44,Mbeya,Rural,Primary,Unemployed,2255091,3,2.78,0.94,1,1,Brick/Iron Sheet,13,5,0,100.0,47.66,100.0,81.68
46,Morogoro,Rural,University,Government,2021458,7,23.9,0.41,0,1,Brick/Iron Sheet,10,3,0,97.29,100.0,100.0,99.05
49,Kilimanjaro,Rural,Primary,Government,2095633,2,0.98,5.91,1,0,Mud/Thatch,5,5,0,100.0,46.79,99.43,81.21
67,Morogoro,Rural,Secondary,Private Sector,2220700,8,6.31,7.68,1,1,Mud/Thatch,0,1,0,100.0,71.59,85.06,85.57
68,Zanzibar,Rural,Secondary,Self-employed,2653589,6,21.85,8.76,1,1,Concrete/Modern,1,4,1,100.0,91.73,100.0,97.11
36,Tanga,Urban,Secondary,Government,2103345,7,10.25,12.25,0,0,Concrete/Modern,12,3,1,100.0,67.87,100.0,88.75
38,Kilimanjaro,Rural,Secondary,Self-employed,1798413,5,5.34,10.6,1,1,Mud/Thatch,0,3,1,100.0,61.33,78.28,79.95
22,Dodoma,Rural,Primary,Self-employed,2631069,9,3.46,41.3,0,1,Brick/Iron Sheet,3,4,1,100.0,0.0,100.0,65.0
35,Arusha,Rural,Secondary,Private Sector,544503,5,4.7,1.4,0,1,Concrete/Modern,1,4,1,100.0,64.15,100.0,87.45
45,Tanga,Urban,College,Unemployed,237799,5,7.11,7.2,1,1,Brick/Iron Sheet,15,3,1,93.78,76.23,81.59,83.98
59,Morogoro,Rural,Primary,Unemployed,865820,3,3.84,4.41,0,1,Brick/Iron Sheet,2,4,0,93.39,39.47,100.0,76.5
39,Dar es Salaam,Rural,Primary,Private Sector,281789,1,34.73,1.51,1,1,Brick/Iron Sheet,16,2,0,89.86,37.4,100.0,74.54
38,Kilimanjaro,Urban,Secondary,Self-employed,2622795,2,27.04,20.06,1,1,Concrete/Modern,4,4,0,100.0,52.14,100.0,83.25
23,Kilimanjaro,Rural,College,Private Sector,534352,8,20.45,11.41,1,0,Concrete/Modern,7,1,0,89.04,75.45,100.0,87.57
18,Arusha,Rural,No Education,Self-employed,2049834,1,5.48,0.69,1,0,Brick/Iron Sheet,11,1,1,100.0,17.15,100.0,71.0
22,Mwanza,Rural,Secondary,Government,1787745,7,11.75,0.13,1,1,Mud/Thatch,11,2,0,100.0,75.26,81.08,85.66
58,Mbeya,Urban,College,Student,1594201,5,23.31,5.83,1,1,Concrete/Modern,0,4,0,100.0,88.49,100.0,95.97
29,Mbeya,Rural,Primary,Government,902009,3,19.0,4.63,0,0,Mud/Thatch,0,1,0,63.48,40.18,37.54,47.55
43,Dar es Salaam,Rural,University,Self-employed,211776,7,5.35,13.73,1,0,Brick/Iron Sheet,14,5,0,92.01,78.05,65.51,79.17
63,Zanzibar,Rural,Secondary,Unemployed,985678,9,1.19,1.33,1,0,Mud/Thatch,16,4,0,96.89,70.08,65.74,78.16
51,Zanzibar,Urban,Secondary,Self-employed,1906860,2,0.79,0.44,1,1,Brick/Iron Sheet,1,2,0,100.0,74.05,100.0,90.92
66,Dodoma,Rural,Secondary,Unemployed,2979271,8,8.61,1.5,1,1,Brick/Iron Sheet,16,4,0,100.0,93.6,100.0,97.76
31,Tanga,Rural,Primary,Unemployed,2710776,9,10.29,0.1,1,1,Mud/Thatch,8,3,0,100.0,69.94,93.1,87.41
43,Mtwara,Rural,Primary,Private Sector,312803,3,18.96,0.18,0,1,Concrete/Modern,11,3,0,66.35,23.43,100.0,61.42
